label,x_train
neutral,@TheBoltonNews Pls RT - Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM
neutral,NFL News: New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/athFE77c #Football #NFL #NFCEast
positive,Okie.. Anyway i\u2019ll be driving tmr so see whether u want to drive..
neutral,"Watch @trackjenny reflect on her 2nd place finish at the London Grand Prix, in what was a very tactical 1500m race:  http://t.co/cZccVYHN"
positive,"Ooshma Garg started her 2nd successful company, Gobble. Watch how she got to one of her biggest investors--Reid Hoffman http://t.co/VhEHDU3y"
positive,The Record is looking for creative&amp;&amp;talented ppl. Join Prof.Thorbjornsen&amp;&amp;Dr.Beverly on the 10th from 3-4pm in Rose Parlor.
neutral,"1st episode of Careless World TV from Europe is on Facebook, make sure to give it a ""like"" - http://t.co/VhRDJB7y #TeamTyga"
neutral,GOLF: Junior Franco Castro had 10 birdies and a 64 (-8) to tie the school record for a single 18-hole round. He was tied for 3rd at -14.
neutral,Hi this is yijue\u002c can i meet u at 11 tmr?
neutral,remember to   spend christmas with  chua and company
neutral,Watched Unofficially Yours for the 1st time... Pede na kaya lang bitin.
positive,Our new dance instructor for #ClubFitness has toured w/ Beyonce!!! You know our Beyonce themed night is going to be CRAZY!!!
neutral,"I wish Ron Jaworski was still in the Monday Night Football booth. I enjoy Tirico and Gruden, I just think that Jaws offered a lot too."
positive,"Lady : Has not met , but hot !"
neutral,"What if the world could vote on Nov 6? France leads the Obama camp, including Britain, Peru, Turkey, India among others http://t.co/kRSHL37r"
neutral,It has been at least three months since I've heard an LMFAO song.  Give it another month or two and I may once again venture outside.
positive,"@GabyLittle95 haha! and nope, just know i have to go in wednesday and enrole and stuff. Do you?"
positive,"Tickets selling well for Northern Lights talk with @kielder_obs on Thurs 8 Nov, 6.30pm Central Library. To book http://t.co/yFM1XAwd"
positive,Now off for some hiking in the Black Forest ~ have a nice sunday! :)
neutral,Next big day of the year is Presidents Day. The revised date is now the 6th October. Details of the competion... http://t.co/aiGCr5BO
positive,"We love the King! 55 years ago today, Elvis Presley released his double-sided hit ""Don't Be Cruel""/""Hound Dog"",... http://fb.me/18ANKgVue"
negative,@DonManolo_ @JakeMcWavyNYC you can't be serious you're acting as if Parker just sat down for those rings. Parker makes the spurs what they r
positive,tonight at midnight ENDS Sober October - and it's Halloween! look out Myrtle Beach! ;)
neutral,[Today 5/19]Gag Concert is back with Eng Sub! Kick off your sat morning with laughter!
positive,"Field trip to October 12! Breakfast at Jungle Island,meet Deca members from other schools and find out what Deca is all about :)"
negative,"Today was my country's independence day, went to the festival n they played American music the whole time O_o?? What the he'll is the point?"
positive,"So , there are apparently idiots in other places , but it is interesting that they are all in northern climes ."
neutral,"To stand a chance of winning tickets to this VIP Private Red Carpet screening, visit the Centre Court on Friday or... http://t.co/paULGN9H"
positive,cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!
neutral,"After the 9th of November, i'll be partying like the teenagers in Project X."
neutral,I\u2019m going 2 orchard now laready me reaching soon. U reaching?
negative,Jonathan Clary's blocked punt sets up Mike Longo's 3-yard TD run and Laguna Hills cuts Dana Hills lead to 20-17 with 9:38 left in 3rd
negative,I like Trey Burke but I think pre-season 1st team all-american is a bit over the top.
positive,Pacers had a very solid 4th quarter comeback victory. Paul George played fantastic in the 1st quarter but disappeared after that
positive,Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It's perfect for a... http://t.co/g9GQrLaE
positive,My dear\u002c i have reached home la... I m very happy today! I love u
neutral,@kenyawalters Riri's new album is dropping november 19th. Freaking machine... literally a year and a day since Talk That Talk..
neutral,"Memorial Day, President's Day, Monday, any day seems to be the right day to see Independence Day on t.v."
positive,"yesssss , livejournal layouts 4lyfe ."
negative,because y'all have been complaing about him allll the dam time.. NOT LIKE ME SINCE I WAS IN 3RD GRADE PARKER HAS BEEN MY MAIN BABY &lt;3
neutral,"If anyone's interested in some tickets for the zac brown concert on Saturday the tenth,let me know!"
neutral,West Indies players and Kyle Mills during a special presentation to the widow of Runako Morton on Wednesday http://t.co/WZmxP7w9
neutral,Arsenal v SUNDERLAND: New signing Louis Saha set to lead the line in absence of Stephane Sessegnon: Sun... http://t.co/ULUdCbdG #Arsenal
positive,@BarRefaeli Could you wish a Friend Happy Birthday? :) His name is Laurin!  It's his 18th Birthday and he's a big fan. Thanks in advance!
negative,Me cant sleep last night. Ok lor go now. But if 2 bored we go off. U need 2 buy dinner back today?
positive,"@vi079 Backed the other Ruby. Error. Each way lucky 31 depends on Scotsirish, surely Quevega won't let me down? May have a punt on the last."
neutral,Who's into Astrology? And I mean in depth with it not just Sun sign Astrology. In other words able to do natal/birth chart readings?
negative,can't wait until saturday morning when im at work at 5am unloading the freight and i have maria on my ass behind me with the mop and broom
positive,@jacksierra1 say hello tomorrow from your high status line up and I shall hail to the VIPs
neutral,@DLevi84: I need an NNS ticket for Sat. Anyone got any?nope but should be easy to get 1 at the track
negative,"@GuildWars2 C'mon guys fix this please, i dont want this to end up how Diablo III did.......        :.("
positive,I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol
positive,"@Saraxoxo17 I'd love that! Hmu sometime this week, I'll dm you my number. I'll be in Summersville tomorrow though."
neutral,"RT @pink_funk: End of an era RT @CharlesMBlow: RT @GMA: Andy Rooney, 92, will make his last regular appearance on @60Minutes this Sunday ..."
neutral,@Moto_494 Fall Classic at Blue Diamond that's about it for now for early Nov.
negative,"One million people marched in London in the past six months. But they don't care until 1,000 Tottenhams tonight ~ http://t.co/z8Lv6mn"
positive,@JennyMcCarthy best moment of the night Melissa McCarthy I am trying to find the clip to write about it on my website...big fan of u both
positive,Eagles of death metal definitely get you going on a Monday morning.
neutral,Nominations are now open for the Citizen of the Year awards held on Australia Day. Three categories. Close Nov 30. See: http://t.co/YEYDjjcl
positive,Can't wait for tomorrow going to charleston for the weekend
positive,"Our second favorite day of the year is tomorrow, come celebrate halfway to St Patrick's Day with $1 Green Beer... http://t.co/k3poUps0"
neutral,"@morgwolfe @jillianlucas3 @mack_mays movies Friday night! ""Flight"" with Denzel Washington!!! Don't make plans because I just made plans!!!"
neutral,Heading to London bringing the sdtrk to Shepard Fairey - @ObeyGiant's Sound &amp; Vision show Friday @StolenSpaceLDN at Truman's Brewery.
positive,Happy birthday Roman Abramovich (24 October 1966) &gt;&gt; Keep the blue flag flying high &lt;3
positive,My dear\u002cadd oil ah... I will have meeting at 330... I think it will a brief one... I miss u very much!
neutral,"Adm Turner, Okinawa: I may be crazy but it looks like the Japanese have quit the war. Nimitz: Delete all after ""crazy."" #WWII"
neutral,"Watched Aladdin on VHS last night, talk about high definition #stoneage"
neutral,I am gonna Meryl Streep the fuck out of this tomorrow
positive,@scottburkholder Lovely event Thursday at the Creative Alliance -- congrats!
positive,"Remember people, Rui En's #PoeticJustice will debut on 11 Sept 12. See you again in 1 month's time! ;) http://t.co/MrEDLALt"
neutral,I am at H.B. Stewart Arena for tonight's 5A-West showdown - Siloam Springs and Greenwood. B/G games have implications for top of standings.
neutral,I wanna go buy new Vans just because I'm going to @ilovetmills 's concert on November 17th. &lt;33
neutral,"In an odd sort of clearance sale, the Kremlin announced on Monday that it is putting up a draft horse and a pony ...  http://t.co/NTAV4Yd0"
neutral,Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.
positive,@TEEN_TOP  IT'S your 20th birthday CHUNJI oppa!!!^^ may all your dreams come true!! wish you all the best for your FUTURE!! fighting!!!
positive,The CIT fighters they make me proud @IronLionCit  @markus_taljaard  @michielopperman  tomorrow night is the night!!!! http://t.co/ZnNFNrMr
positive,"Happy November 1st SWEET friends!!! SWEET Thursday NOD's (names of the day) are.....Charrish, Selma, and Aiden.... http://t.co/xzJgrSfd"
neutral,"Expect light-moderate rains over E. Visayas; Cebu, Bohol, Samar &amp; Leyte have 30-70% chance of rains tonight! Expect fair weather tomorrow!:)"
neutral,And the Monstography bidding begins... Silent auction closes Tuesday 20th 8pm. Who will be NZ's next top Mon http://t.co/WSPVqt56
positive,"RT @CGBlasi: Very impressed with Joco Teenage Republicans! 16 teens showed up today, ready to #fight big government and Obama! #NObama"
positive,May the peace of God that excels all thought be with Nigeria..AMEN..RT @Jessykarh: Pray for Peace in Nigeria!!
positive,"#NFL and #ESPN have as many kinks to work out as the teams -- they just flashed the ""Monday Night Football"" graphic..."
neutral,"After the Mid Tennessee vs. Western Kentucky game, I hear they're gonna play the 2nd annual Ogalla, Nebraska Snail Chuckin' Pageant."
neutral,"@_Addrriiaannnaa yea , I just been in ISS i'll be back tomorrow"
neutral,"Kapal-Laut opens a new shop at 3rd floor beachwalk Bali, the heart of tourism in Bali. @KapalLautBali http://t.co/vkNybXQc"
neutral,Too cfm with u when u be free for next week?
positive,RT @Jessica1294: @supermac18: Omfg Britney is like here in MA... AHHHH!!! along with Nicki Minaj. Omggg the concert is tomorrow :DDD thi ...
neutral,RT @CorkBuzz1: RT @ummera: West Cork Pig Derby tonight in Timoleague!  Declared non-runners! http://t.co/cotxNpT #corkbuzz
neutral,Benesch spins and fires from close in and puts a low bounce shot past Rose.  Assist to Pires #wla @beniboi21 4th goal of the night.
positive,Phoenix Comicon: A Rhyn Comic?: I had a blast at the Phoenix Comicon. It ended Sunday evening then we drove home... http://t.co/VKKIrYt0
negative,@Wheres_myMOJO stfu wit them excuses...Clippers gonna beat the hell outta the Lakers tomorrow
neutral,"As many of you know, my bill to phase out the MTA Payroll Tax passed the Senate on June 15th. Speaker Silver... http://fb.me/1d86qNT2c"
negative,Will Evelyn ever finish her hw? the world may never know
positive,"Tomorrow I plan on playing BlackOps Zombies, Gears3, and maybe MW3 all day thanks to my 2day LIVE code. Anyone down for some gaming?"
negative,keep thinking its Tuesday &amp; get excited because Styled To Rock will be on then I realise it's only Monday &amp; I have to wait till tomorrow:(((
neutral,"Pires""For Cesc it is difficult because at Arsenal he knew he was going to play every Saturday, was the captain of the team and a crack.''"
neutral,I'm performing at this benefit with @Wyattish tonight Mike D is DJing as well gonna be fun! http://t.co/8fsXaj0Z #lefooding #benefit
neutral,"http://t.co/q1XUMFnw  London Conference on Libya took place Tuesday 29 March 2011 and was chaired by the Foreign Secretary, William Hague."
neutral,Jordan: Activists call for November 1 sit-in near Palestinian diplomatic mission in Amman to condemn the Oslo agreements
positive,"#3words ""Tonight's the night"" #dexter @SHO_Dexter"
neutral,the one who take a role 2nd lead on Fashion King???
negative,I may have just thrown a lime at an NFL player. Apologies forthcoming #ivaluemylife
positive,#News Pepe Reina believes the stylish manner of Liverpool's 3-0 victory over FC Gomel on Thursday... http://t.co/dw3DEa5K (LFC Website)
